Data;Device ID;Link Quality Indicator;Operator;Sequence number;Timestamp;;Mensajes perdidos;Mensajes perdidos por dia;Mensajes enviados por dia
9a196043f4098340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3628;05-01-2020 11:25;1;0;;
0000000028b98040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3627;05-01-2020 11:23;1;0;;
00000000edd38040020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3626;05-01-2020 11:11;1;0;;
0000000016df8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3625;05-01-2020 11:07;1;0;;
9a1960430c0c8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3624;05-01-2020 10:59;1;0;;
cdcc5f437f1b8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3623;05-01-2020 10:47;1;0;;
cdcc5f438e3e8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3622;05-01-2020 10:35;1;0;;
cdcc5f431a6e8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3621;05-01-2020 10:23;1;0;;
33336143acc08140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3620;05-01-2020 10:10;1;0;;
00805f4315ac8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3619;05-01-2020 9:58;1;0;;
33335f4382258240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3618;05-01-2020 9:46;1;0;;
66e65f43a13c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3617;05-01-2020 9:34;1;0;;
cdcc60438e5c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3616;05-01-2020 9:22;1;0;;
66e66043c0d08240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3615;05-01-2020 9:10;1;0;;
cd4c61432ec38240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3614;05-01-2020 8:58;1;0;;
9a196143466c8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3613;05-01-2020 8:46;1;0;;
9a99614338338340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3612;05-01-2020 8:34;1;0;;
9a996243a4548340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3611;05-01-2020 8:22;1;0;;
666662430c2d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3610;05-01-2020 8:12;1;0;;
0000000016928040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3609;05-01-2020 8:10;1;0;;
000000009aa98040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3608;05-01-2020 7:58;1;0;;
000000005dbf8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3607;05-01-2020 7:53;1;0;;
9a996343d7bd8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3606;05-01-2020 7:46;1;0;;
33b36243dc148140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3605;05-01-2020 7:34;1;0;;
9a9962436f3b8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3604;05-01-2020 7:22;1;0;;
33b3624328688140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3603;05-01-2020 7:10;1;0;;
3333634310968140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3602;05-01-2020 6:58;1;0;;
0080634366c58140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3601;05-01-2020 6:46;1;0;;
9a196343c2098240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3600;05-01-2020 6:34;1;0;;
9a19634334378240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3599;05-01-2020 6:22;1;0;;
33b36243aa7f8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3598;05-01-2020 6:09;1;0;;
9a996243e4bb8240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3597;05-01-2020 5:57;1;0;;
33b3624362708340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3596;05-01-2020 5:45;1;0;;
cdcc62437c638340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3595;05-01-2020 5:33;1;0;;
00806243ad438340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3594;05-01-2020 5:21;1;0;;
0000634354108340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3593;05-01-2020 5:11;1;0;;
00000000e1378140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3592;05-01-2020 5:09;1;0;;
000000002c718140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3591;05-01-2020 4:57;1;0;;
00000000a49e8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3590;05-01-2020 4:54;1;0;;
0000634325168240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3589;05-01-2020 4:45;1;0;;
3333624322138240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3588;05-01-2020 4:33;1;0;;
333362432b958240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3586;05-01-2020 4:09;2;1;;
3333654302b78240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3585;05-01-2020 3:57;1;0;;
6666654302618340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3584;05-01-2020 3:45;1;0;;
cd4c6443406c8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3583;05-01-2020 3:33;1;0;;
6666644360038340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3581;05-01-2020 3:12;2;1;;
00000000f5d18040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3579;05-01-2020 2:57;2;1;;
00000000acd48040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3578;05-01-2020 2:53;1;0;;
33336143fcec8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3577;05-01-2020 2:45;1;0;;
33b363432aff8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3576;05-01-2020 2:33;1;0;;
cdcc60432c3f8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3575;05-01-2020 2:21;1;0;;
66e66143ca858140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3573;05-01-2020 1:57;2;1;;
9a195f43c2168240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3572;05-01-2020 1:44;1;0;;
9a195f4333ff8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3570;05-01-2020 1:20;2;1;;
000061436b678240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3569;05-01-2020 1:08;1;0;;
cd4c6043b6a78240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3568;05-01-2020 0:56;1;0;;
66e66143b0e98240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3567;05-01-2020 0:44;1;0;;
00006243202d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3566;05-01-2020 0:32;1;0;;
cdcc60431e4f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3565;05-01-2020 0:20;1;0;;
cdcc6043e4378340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3564;05-01-2020 0:12;1;0;;
0000000061798140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3563;05-01-2020 0:08;1;0;;
0000000080cc8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3562;04-01-2020 23:56;1;0;9;130
000000007ce18140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3561;04-01-2020 23:52;1;0;;
cd4c604310bf8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3560;04-01-2020 23:44;1;0;;
33335f4366e18140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3559;04-01-2020 23:32;1;0;;
9a995e439a238240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3558;04-01-2020 23:20;1;0;;
00805d4366428240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3557;04-01-2020 23:08;1;0;;
9a995e4379938240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3556;04-01-2020 22:56;1;0;;
00005f4346d48240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3555;04-01-2020 22:44;1;0;;
66665f4324878340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3554;04-01-2020 22:32;1;0;;
33335f4306148340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3553;04-01-2020 22:20;1;0;;
33335f43c30f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3552;04-01-2020 22:11;1;0;;
0000000034f98140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3551;04-01-2020 22:08;1;0;;
000000009d178240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3550;04-01-2020 21:56;1;0;;
00000000aa478240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3549;04-01-2020 21:52;1;0;;
00005f437b148240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3548;04-01-2020 21:44;1;0;;
00005f4360a38240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3547;04-01-2020 21:31;1;0;;
3333604336188340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3545;04-01-2020 21:07;2;1;;
66e6614340668340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3544;04-01-2020 20:55;1;0;;
33b3614323638340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3543;04-01-2020 20:43;1;0;;
0000614396528340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3542;04-01-2020 20:31;1;0;;
9a196043df6e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3541;04-01-2020 20:19;1;0;;
000000004d108240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3539;04-01-2020 20:07;2;1;;
000000001e988240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3538;04-01-2020 19:55;1;0;;
00000000cf028340020200;004D54B4;Average;SIGFOX_Chile_Mintek;3537;04-01-2020 19:51;1;0;;
666660434a578340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3536;04-01-2020 19:43;1;0;;
33335f43fa2f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3535;04-01-2020 19:31;1;0;;
9a196243be768340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3533;04-01-2020 19:07;2;1;;
33b3624340618340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3532;04-01-2020 18:55;1;0;;
cdcc61431a698340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3531;04-01-2020 18:43;1;0;;
66666243c3658340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3530;04-01-2020 18:31;1;0;;
33b36143b2508340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3529;04-01-2020 18:19;1;0;;
cdcc6143be418340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3528;04-01-2020 18:12;1;0;;
00000000ec348240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3527;04-01-2020 18:07;1;0;;
0000000062fb8240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3525;04-01-2020 17:51;2;1;;
000060439c638340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3524;04-01-2020 17:43;1;0;;
cd4c6043e07f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3523;04-01-2020 17:31;1;0;;
cd4c6143ce578340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3522;04-01-2020 17:18;1;0;;
66666043ed308340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3520;04-01-2020 16:54;2;1;;
66e660431c548340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3519;04-01-2020 16:42;1;0;;
9a196043be748340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3518;04-01-2020 16:30;1;0;;
cd4c5d43e35e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3517;04-01-2020 16:18;1;0;;
00006043c6638340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3516;04-01-2020 16:06;1;0;;
33335f4342538340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3515;04-01-2020 15:54;1;0;;
9a195f439b798340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3513;04-01-2020 15:30;2;1;;
cd4c5f43cf3b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3512;04-01-2020 15:18;1;0;;
00000000c0278240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3510;04-01-2020 15:06;2;1;;
000000003ed08240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3509;04-01-2020 14:54;1;0;;
66665e43de5f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3507;04-01-2020 14:42;2;1;;
cdcc5f432a4d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3506;04-01-2020 14:30;1;0;;
33335e43a43d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3505;04-01-2020 14:18;1;0;;
9a995e43ba578340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3504;04-01-2020 14:06;1;0;;
9a995e43352e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3503;04-01-2020 13:54;1;0;;
66665e43cc6c8340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3502;04-01-2020 13:42;1;0;;
00005f43f24b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3501;04-01-2020 13:30;1;0;;
9a995f43366a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3500;04-01-2020 13:18;1;0;;
cd4c5f43b0248340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3499;04-01-2020 13:10;1;0;;
00000000f8ea8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3498;04-01-2020 13:06;1;0;;
00000000c06b8140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3497;04-01-2020 12:54;1;0;;
0000000081608140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3496;04-01-2020 12:52;1;0;;
cd4c5c43d0b08140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3495;04-01-2020 12:41;1;0;;
cdcc5b43541e8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3494;04-01-2020 12:29;1;0;;
9a195f43f7d98240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3493;04-01-2020 12:17;1;0;;
66e65e43ca408340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3491;04-01-2020 11:53;2;1;;
00005f4380748340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3490;04-01-2020 11:41;1;0;;
33b35f4394598340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3489;04-01-2020 11:29;1;0;;
cdcc5f4340018340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3488;04-01-2020 11:25;1;0;;
00000000429a8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3487;04-01-2020 11:17;1;0;;
0000000076c18040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3486;04-01-2020 11:07;1;0;;
3333614364c38040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3485;04-01-2020 11:05;1;0;;
00806143efc88040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3484;04-01-2020 10:53;1;0;;
66e66043baf88040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3483;04-01-2020 10:41;1;0;;
66e66243261f8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3482;04-01-2020 10:29;1;0;;
33b35d43ae2f8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3481;04-01-2020 10:17;1;0;;
cdcc5e43745b8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3480;04-01-2020 10:05;1;0;;
6666604334c88140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3479;04-01-2020 9:53;1;0;;
cd4c6143e8ba8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3478;04-01-2020 9:41;1;0;;
66666243c3e68140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3477;04-01-2020 9:29;1;0;;
cdcc5f4332258240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3476;04-01-2020 9:17;1;0;;
9a996043105a8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3475;04-01-2020 9:05;1;0;;
9a99604319868240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3474;04-01-2020 8:53;1;0;;
33b36043b8a18240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3473;04-01-2020 8:41;1;0;;
00006143eb708340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3472;04-01-2020 8:28;1;0;;
9a196143a6698340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3471;04-01-2020 8:16;1;0;;
33336243a75a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3470;04-01-2020 8:12;1;0;;
00000000e02c8240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3469;04-01-2020 8:04;1;0;;
0000000070d38240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3468;04-01-2020 7:54;1;0;;
33336343a34a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3467;04-01-2020 7:52;1;0;;
cdcc63438e468340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3466;04-01-2020 7:40;1;0;;
33336443ca3a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3465;04-01-2020 7:28;1;0;;
cdcc6343eb4c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3464;04-01-2020 7:16;1;0;;
cd4c65430c588340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3463;04-01-2020 7:04;1;0;;
00806543ec468340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3462;04-01-2020 6:52;1;0;;
9a1966435d2b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3461;04-01-2020 6:40;1;0;;
0000654312208340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3460;04-01-2020 6:28;1;0;;
008063432a448340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3459;04-01-2020 6:16;1;0;;
9a996343f9458340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3458;04-01-2020 6:04;1;0;;
9a196443f54d8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3457;04-01-2020 5:52;1;0;;
66e66343d4798340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3456;04-01-2020 5:40;1;0;;
66666443183f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3455;04-01-2020 5:28;1;0;;
cdcc6343f4508340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3454;04-01-2020 5:16;1;0;;
9a196443c60f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3453;04-01-2020 5:11;1;0;;
0000000010d58040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3452;04-01-2020 5:04;1;0;;
000000008e178140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3451;04-01-2020 4:54;1;0;;
33b36443d8ec8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3450;04-01-2020 4:52;1;0;;
66e6634398458140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3449;04-01-2020 4:40;1;0;;
3333644350e18140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3448;04-01-2020 4:28;1;0;;
33b36343d4be8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3447;04-01-2020 4:15;1;0;;
0000644370178240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3446;04-01-2020 4:03;1;0;;
333364434a738240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3445;04-01-2020 3:51;1;0;;
9a996343dab68240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3444;04-01-2020 3:39;1;0;;
9a196443e0368340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3443;04-01-2020 3:27;1;0;;
33b363436e3c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3442;04-01-2020 3:15;1;0;;
9a196443622b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3441;04-01-2020 3:12;1;0;;
000000000e758240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3440;04-01-2020 3:03;1;0;;
0000000012da8240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3439;04-01-2020 2:54;1;0;;
00806343275a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3438;04-01-2020 2:51;1;0;;
cd4c5f4342048340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3437;04-01-2020 2:39;1;0;;
cdcc6143f8388340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3436;04-01-2020 2:27;1;0;;
00806243aa3c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3435;04-01-2020 2:15;1;0;;
9a996143d8508340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3434;04-01-2020 2:03;1;0;;
cdcc61435e478340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3433;04-01-2020 1:51;1;0;;
cd4c60430c618340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3432;04-01-2020 1:39;1;0;;
cd4c6043a4628340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3431;04-01-2020 1:27;1;0;;
0000614362468340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3430;04-01-2020 1:15;1;0;;
cd4c61437c388340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3429;04-01-2020 1:03;1;0;;
6666604336328340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3428;04-01-2020 0:51;1;0;;
00806343d8658340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3427;04-01-2020 0:39;1;0;;
00806243705b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3426;04-01-2020 0:27;1;0;;
cdcc614388348340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3425;04-01-2020 0:15;1;0;;
666661437eeb8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3424;04-01-2020 0:13;1;0;;
00000000226b8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3422;03-01-2020 23:52;2;1;11;131
00806043f58e8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3421;03-01-2020 23:51;1;0;;
cdcc5f4389a08140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3420;03-01-2020 23:38;1;0;;
cd4c5f43b8398240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3419;03-01-2020 23:26;1;0;;
9a196043f44d8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3418;03-01-2020 23:14;1;0;;
33b36043dc148340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3416;03-01-2020 22:50;2;1;;
33b35f4382728340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3415;03-01-2020 22:38;1;0;;
33b35f437b328340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3414;03-01-2020 22:26;1;0;;
33b35f436c108340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3413;03-01-2020 22:14;1;0;;
00805f43a9108340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3412;03-01-2020 22:12;1;0;;
0000000092758140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3411;03-01-2020 22:02;1;0;;
00006043b2a18140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3409;03-01-2020 21:50;2;1;;
cdcc5f43d9e18140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3408;03-01-2020 21:38;1;0;;
66e65f43f23b8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3407;03-01-2020 21:26;1;0;;
33335c430c2c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3406;03-01-2020 21:14;1;0;;
9a996143a28e8240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3405;03-01-2020 21:02;1;0;;
66665f43e6798340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3403;03-01-2020 20:38;2;1;;
666661435a578340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3402;03-01-2020 20:26;1;0;;
66e660430a3a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3401;03-01-2020 20:14;1;0;;
9a996043c6458340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3400;03-01-2020 20:13;1;0;;
00000000302c8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3398;03-01-2020 20:01;2;1;;
00000000445d8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3397;03-01-2020 19:52;1;0;;
6666604392898140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3396;03-01-2020 19:49;1;0;;
9a995f43c0c58140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3395;03-01-2020 19:37;1;0;;
0000604326128240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3394;03-01-2020 19:25;1;0;;
9a995f43879e8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3392;03-01-2020 19:01;2;1;;
66e65e438b558340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3391;03-01-2020 18:49;1;0;;
00805d43475e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3390;03-01-2020 18:37;1;0;;
9a995e4338718340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3389;03-01-2020 18:25;1;0;;
66e65e437a478340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3388;03-01-2020 18:13;1;0;;
9a995f4324348340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3387;03-01-2020 18:12;1;0;;
00000000b2128140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3386;03-01-2020 18:01;1;0;;
00000000562c8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3385;03-01-2020 17:51;1;0;;
cdcc6243145c8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3384;03-01-2020 17:49;1;0;;
00805d43a0918140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3382;03-01-2020 17:25;2;1;;
cdcc5c43d2bd8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3381;03-01-2020 17:13;1;0;;
cdcc5c434ace8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3380;03-01-2020 17:01;1;0;;
33335b43ee048240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3379;03-01-2020 16:49;1;0;;
9a195e439c2d8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3378;03-01-2020 16:36;1;0;;
66e65e4352668240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3377;03-01-2020 16:24;1;0;;
33335e4346888240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3376;03-01-2020 16:12;1;0;;
9a995d4388aa8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3375;03-01-2020 16:00;1;0;;
66665c4390de8240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3374;03-01-2020 15:48;1;0;;
66e65d4364838340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3373;03-01-2020 15:36;1;0;;
9a995d43f04f8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3372;03-01-2020 15:24;1;0;;
00005e43222c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3371;03-01-2020 15:12;1;0;;
66665d4342498340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3370;03-01-2020 15:12;1;0;;
33b35d43c02a8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3369;03-01-2020 15:12;1;0;;
00000000129e8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3368;03-01-2020 15:00;1;0;;
000000001afa8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3367;03-01-2020 14:51;1;0;;
33b35e43f0168240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3365;03-01-2020 14:35;2;1;;
33b35c43c84d8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3364;03-01-2020 14:23;1;0;;
9a995c43de638240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3363;03-01-2020 14:11;1;0;;
66e65d438b758240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3362;03-01-2020 13:59;1;0;;
9a195f4364ce8240000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3361;03-01-2020 13:47;1;0;;
