Data;Device ID;Link Quality Indicator;Operator;Sequence number;Timestamp;;Mensajes perdidos;Mensajes perdidos por dia;Mensajes enviados por dia
00005f43f66a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3360;03-01-2020 13:35;1;0;;
66665c43a84e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3359;03-01-2020 13:23;1;0;;
cdcc5b439a698340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3358;03-01-2020 13:11;1;0;;
66e65c43f30e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3357;03-01-2020 13:10;1;0;;
0000000008d58140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3356;03-01-2020 12:59;1;0;;
00000000681b8240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3355;03-01-2020 12:52;1;0;;
9a195c437c5d8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3353;03-01-2020 12:35;2;1;;
00005f4354548240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3352;03-01-2020 12:23;1;0;;
cd4c5d43807c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3351;03-01-2020 12:11;1;0;;
cdcc5b43dee48240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3350;03-01-2020 11:59;1;0;;
66665e43cc618340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3349;03-01-2020 11:47;1;0;;
9a195d439a5c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3348;03-01-2020 11:35;1;0;;
00805d43661a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3347;03-01-2020 11:25;1;0;;
00000000bc608140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3346;03-01-2020 11:23;1;0;;
0000000048c58140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3345;03-01-2020 11:11;1;0;;
00000000d6cb8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3344;03-01-2020 11:07;1;0;;
00805f43a6c28140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3343;03-01-2020 10:59;1;0;;
00805f4332098240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3342;03-01-2020 10:47;1;0;;
33335f4330268240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3341;03-01-2020 10:35;1;0;;
9a9961432c478240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3340;03-01-2020 10:22;1;0;;
cdcc5c43e4668240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3339;03-01-2020 10:10;1;0;;
9a995e432ba38240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3338;03-01-2020 9:58;1;0;;
66e65e43feca8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3337;03-01-2020 9:46;1;0;;
cdcc5d439c028340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3336;03-01-2020 9:34;1;0;;
00805d4356748340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3335;03-01-2020 9:22;1;0;;
00005d43fc6a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3334;03-01-2020 9:10;1;0;;
00805e43d6428340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3333;03-01-2020 8:58;1;0;;
66e65f438e5b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3332;03-01-2020 8:46;1;0;;
00806143266f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3331;03-01-2020 8:34;1;0;;
9a995f431e578340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3330;03-01-2020 8:22;1;0;;
0080614334708240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3329;03-01-2020 8:12;1;0;;
0000000080e57d40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3328;03-01-2020 8:10;1;0;;
000000007dc27e40020200;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3327;03-01-2020 7:58;1;0;;
000000003f9f7e40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3326;03-01-2020 7:54;1;0;;
66666443f62f7f40000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3325;03-01-2020 7:46;1;0;;
6666644305de7f40000000;004D54B4;Average;SIGFOX_Chile_Mintek;3324;03-01-2020 7:34;1;0;;
9a196243e2228040000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3323;03-01-2020 7:22;1;0;;
9a9963430b918040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3322;03-01-2020 7:10;1;0;;
0080644318928040000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3321;03-01-2020 6:58;1;0;;
66666543a11e8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3320;03-01-2020 6:46;1;0;;
cd4c6443166f8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3319;03-01-2020 6:34;1;0;;
33b3634324b08140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3318;03-01-2020 6:22;1;0;;
9a196243e2ee8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3317;03-01-2020 6:09;1;0;;
33336243f8468240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3316;03-01-2020 5:57;1;0;;
9a9962437f748240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3315;03-01-2020 5:45;1;0;;
00006243f6fa8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3314;03-01-2020 5:33;1;0;;
9a196243ec1d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3313;03-01-2020 5:21;1;0;;
0000624380038340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3312;03-01-2020 5:11;1;0;;
00000000f6128240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3311;03-01-2020 5:09;1;0;;
00000000d0c38240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3310;03-01-2020 4:57;1;0;;
000000005ca08240020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3309;03-01-2020 4:55;1;0;;
33b3624344fa8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3308;03-01-2020 4:45;1;0;;
33b362431a5b8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3307;03-01-2020 4:33;1;0;;
00806243b6228340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3306;03-01-2020 4:21;1;0;;
66e66143ce288340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3304;03-01-2020 3:57;2;1;;
33b3614355638340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3303;03-01-2020 3:45;1;0;;
66e6614334278340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3302;03-01-2020 3:33;1;0;;
33b3624396e28240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3300;03-01-2020 3:12;2;1;;
000000006e438040020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3299;03-01-2020 3:09;1;0;;
00000000cf9d8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3298;03-01-2020 2:57;1;0;;
000000005fa58040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3297;03-01-2020 2:54;1;0;;
66666143d0a48040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3296;03-01-2020 2:45;1;0;;
cdcc6043b7db8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3295;03-01-2020 2:33;1;0;;
cdcc60435c7b8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3294;03-01-2020 2:21;1;0;;
33b3604351548140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3293;03-01-2020 2:09;1;0;;
9a9961430ca38140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3292;03-01-2020 1:57;1;0;;
cd4c614333088240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3291;03-01-2020 1:44;1;0;;
cd4c64432c018240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3290;03-01-2020 1:32;1;0;;
66666343b8588240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3289;03-01-2020 1:20;1;0;;
33b36243d8a28240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3288;03-01-2020 1:08;1;0;;
333362430cc18240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3287;03-01-2020 0:56;1;0;;
33336143121e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3286;03-01-2020 0:44;1;0;;
9a196043004d8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3285;03-01-2020 0:32;1;0;;
cd4c61437e5b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3284;03-01-2020 0:20;1;0;;
cd4c61436a118340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3283;03-01-2020 0:13;1;0;;
000000008af08040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3282;03-01-2020 0:08;1;0;;
00000000d06d8140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3281;02-01-2020 23:56;1;0;21;119
0000000070408140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3280;02-01-2020 23:53;1;0;;
9a996143143e8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3279;02-01-2020 23:44;1;0;;
33b36043d2b08140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3278;02-01-2020 23:32;1;0;;
3333604304c88140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3277;02-01-2020 23:20;1;0;;
00005f43e6fc8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3276;02-01-2020 23:08;1;0;;
9a195b4332968240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3275;02-01-2020 22:56;1;0;;
33335f4330cf8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3274;02-01-2020 22:44;1;0;;
9a995d43d00a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3273;02-01-2020 22:32;1;0;;
33335e439e108340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3272;02-01-2020 22:20;1;0;;
9a195d4366448340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3271;02-01-2020 22:12;1;0;;
000000003c468240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3270;02-01-2020 22:08;1;0;;
0000000008eb8240020200;004D54B4;Average;SIGFOX_Chile_Mintek;3268;02-01-2020 21:53;2;1;;
66665b433a5e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3267;02-01-2020 21:44;1;0;;
33b35a43fc3b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3265;02-01-2020 21:19;2;1;;
66e65c431c728340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3264;02-01-2020 21:07;1;0;;
cdcc5e43d2328340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3263;02-01-2020 20:55;1;0;;
cdcc5f43f04a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3261;02-01-2020 20:31;2;1;;
9a9960430b348340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3260;02-01-2020 20:19;1;0;;
cdcc60430c028340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3259;02-01-2020 20:13;1;0;;
00000000d7308140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3258;02-01-2020 20:07;1;0;;
000000001b978140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3257;02-01-2020 19:55;1;0;;
00000000cd7f8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3256;02-01-2020 19:52;1;0;;
cd4c5f4396b88140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3255;02-01-2020 19:43;1;0;;
cd4c5f43eaf38140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3254;02-01-2020 19:31;1;0;;
00805e4392438240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3253;02-01-2020 19:19;1;0;;
cdcc5e4352938240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3252;02-01-2020 19:07;1;0;;
00805b437ef98240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3251;02-01-2020 18:55;1;0;;
cd4c5f436d6d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3249;02-01-2020 18:31;2;1;;
9a9960438c5b8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3248;02-01-2020 18:19;1;0;;
00805f431d1f8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3247;02-01-2020 18:12;1;0;;
00000000d2ee8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3246;02-01-2020 18:07;1;0;;
0000000096268140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3245;02-01-2020 17:55;1;0;;
00000000f1028140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3244;02-01-2020 17:52;1;0;;
9a996243c13f8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3243;02-01-2020 17:43;1;0;;
00806143cc568140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3242;02-01-2020 17:31;1;0;;
66e65f4354668140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3241;02-01-2020 17:19;1;0;;
9a1960437eba8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3240;02-01-2020 17:06;1;0;;
33b35e43ecb48140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3239;02-01-2020 16:54;1;0;;
9a995e4332d78140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3238;02-01-2020 16:42;1;0;;
66665e4388368240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3237;02-01-2020 16:30;1;0;;
cdcc5d439c658240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3236;02-01-2020 16:18;1;0;;
33335e43406a8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3235;02-01-2020 16:06;1;0;;
cdcc5d438cca8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3234;02-01-2020 15:54;1;0;;
33335d432e448340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3233;02-01-2020 15:42;1;0;;
66e65c43f0528340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3232;02-01-2020 15:30;1;0;;
00000000742c8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3229;02-01-2020 15:06;3;2;;
00000000b4588140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3228;02-01-2020 14:54;1;0;;
000000006d5c8140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3227;02-01-2020 14:51;1;0;;
66e65d431caa8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3226;02-01-2020 14:42;1;0;;
9a995e43e4fa8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3225;02-01-2020 14:30;1;0;;
33b35c43d8318240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3224;02-01-2020 14:18;1;0;;
33335d43aa818240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3223;02-01-2020 14:06;1;0;;
33335e43ce578340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3222;02-01-2020 13:54;1;0;;
cd4c5c435a7e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3221;02-01-2020 13:42;1;0;;
66665c43ff4f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3220;02-01-2020 13:30;1;0;;
9a195d43a64c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3219;02-01-2020 13:18;1;0;;
9a995e43e42b8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3218;02-01-2020 13:10;1;0;;
000000008c2c8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3217;02-01-2020 13:06;1;0;;
0000000081848140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3216;02-01-2020 12:54;1;0;;
00000000386a8140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3215;02-01-2020 12:52;1;0;;
00005f43c5c88140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3214;02-01-2020 12:41;1;0;;
9a195f43bc2c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3213;02-01-2020 12:29;1;0;;
00005c4313878240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3212;02-01-2020 12:17;1;0;;
00005e43d6048340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3211;02-01-2020 12:05;1;0;;
33b35e433c518340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3210;02-01-2020 11:53;1;0;;
9a19604375538340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3209;02-01-2020 11:41;1;0;;
000060435e528340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3208;02-01-2020 11:29;1;0;;
33b360433e1c8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3207;02-01-2020 11:25;1;0;;
0000000001ad8040020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3206;02-01-2020 11:17;1;0;;
000000000eae8040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3205;02-01-2020 11:07;1;0;;
cdcc614396d28040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3203;02-01-2020 10:53;2;1;;
66665e4354fa8040000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3202;02-01-2020 10:41;1;0;;
33b35f432eee8040000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3201;02-01-2020 10:29;1;0;;
9a195e43ec398140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3200;02-01-2020 10:17;1;0;;
33336043b3738140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3199;02-01-2020 10:05;1;0;;
9a995f439fb18140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3198;02-01-2020 9:53;1;0;;
33336143d6de8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3197;02-01-2020 9:41;1;0;;
000060435b3b8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3196;02-01-2020 9:29;1;0;;
cd4c6143daa28240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3195;02-01-2020 9:17;1;0;;
cdcc634332538340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3194;02-01-2020 9:05;1;0;;
666664439d418340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3193;02-01-2020 8:53;1;0;;
33336143f6448340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3192;02-01-2020 8:41;1;0;;
33b3604309528340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3191;02-01-2020 8:28;1;0;;
33336143e6628340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3190;02-01-2020 8:16;1;0;;
008062433e268340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3189;02-01-2020 8:11;1;0;;
000000001a238040020200;004D54B4;Average;SIGFOX_Chile_Mintek;3188;02-01-2020 8:04;1;0;;
00000000413c8040020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3187;02-01-2020 7:53;1;0;;
cdcc6243fd9a8040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3186;02-01-2020 7:52;1;0;;
3333654359f18040000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3184;02-01-2020 7:28;2;1;;
cd4c6343d1448140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3182;02-01-2020 7:04;2;1;;
33b3644327ff8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3180;02-01-2020 6:40;2;1;;
9a996443f2208240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3179;02-01-2020 6:28;1;0;;
0080644368b08240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3176;02-01-2020 5:52;3;2;;
3333654378138340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3175;02-01-2020 5:40;1;0;;
66666543a4518340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3174;02-01-2020 5:28;1;0;;
cd4c6543061d8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3173;02-01-2020 5:16;1;0;;
9a19654332168340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3172;02-01-2020 5:11;1;0;;
00000000fcfa8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3170;02-01-2020 4:54;2;1;;
6666654322e98140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3168;02-01-2020 4:40;2;1;;
cdcc6443ee248240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3167;02-01-2020 4:28;1;0;;
66666543d4a08240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3166;02-01-2020 4:16;1;0;;
66e6644321d38240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3165;02-01-2020 4:03;1;0;;
cd4c6543065e8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3164;02-01-2020 3:51;1;0;;
cd4c6543442f8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3163;02-01-2020 3:39;1;0;;
3333654316678340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3162;02-01-2020 3:27;1;0;;
66e6644370448340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3161;02-01-2020 3:15;1;0;;
9a99644372d58040000000;004D54B4;Average;SIGFOX_Chile_Mintek;3156;02-01-2020 2:39;5;4;;
00006443fe348140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3154;02-01-2020 2:15;2;1;;
3333644314878140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3153;02-01-2020 2:03;1;0;;
9a19654305a58140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3152;02-01-2020 1:51;1;0;;
33b36443b61e8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3150;02-01-2020 1:27;2;1;;
cd4c64439e628240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3149;02-01-2020 1:15;1;0;;
9a19634385b58240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3148;02-01-2020 1:03;1;0;;
9a196243a89f8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3147;02-01-2020 0:51;1;0;;
cdcc614350258340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3146;02-01-2020 0:39;1;0;;
00806143b20d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3145;02-01-2020 0:27;1;0;;
666661432f418340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3144;02-01-2020 0:15;1;0;;
0000000056988140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3142;02-01-2020 0:03;2;1;;
00000000a2928140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3141;01-01-2020 23:52;1;0;5;194
66666043cc808140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3140;01-01-2020 23:51;1;0;;
cdcc6043f1cb8140000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3139;01-01-2020 23:38;1;0;;
9a1960435a128240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3138;01-01-2020 23:26;1;0;;
cdcc6243281c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3137;01-01-2020 23:14;1;0;;
33336243d86f8240000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3135;01-01-2020 22:50;2;1;;
cd4c6043ec0d8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3134;01-01-2020 22:38;1;0;;
66e65e432a528340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3133;01-01-2020 22:26;1;0;;
66665e43e3728340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3132;01-01-2020 22:14;1;0;;
33335e4320328340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3131;01-01-2020 22:12;1;0;;
0000000014ba8140020200;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3130;01-01-2020 22:02;1;0;;
0000000034f98140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3129;01-01-2020 21:52;1;0;;
66665e43a4438240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3128;01-01-2020 21:50;1;0;;
66e65d43864d8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3127;01-01-2020 21:38;1;0;;
9a195e43604a8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3126;01-01-2020 21:26;1;0;;
33b35e43c6838240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3125;01-01-2020 21:14;1;0;;
66e660437aa68240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3124;01-01-2020 21:02;1;0;;
6666624380fb8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3123;01-01-2020 20:50;1;0;;
33335f4340628340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3122;01-01-2020 20:38;1;0;;
33b36143504e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3121;01-01-2020 20:26;1;0;;
cd4c6143262a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3120;01-01-2020 20:14;1;0;;
666661432e2e8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3119;01-01-2020 20:13;1;0;;
00000000de308140020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3118;01-01-2020 20:13;1;0;;
00000000ba6d8140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3117;01-01-2020 20:01;1;0;;
00000000f0c38140020200;004D54B4;Average;SIGFOX_Chile_Mintek;3116;01-01-2020 19:52;1;0;;
6666614323df8140000000;004D54B4;Average;SIGFOX_Chile_Mintek;3115;01-01-2020 19:49;1;0;;
00806143f0268240000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3114;01-01-2020 19:37;1;0;;
33b36143464c8240000000;004D54B4;Average;SIGFOX_Chile_Mintek;3113;01-01-2020 19:25;1;0;;
66e66043ff4f8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3111;01-01-2020 19:01;2;1;;
cd4c6143837e8340000000;004D54B4;Limit;SIGFOX_Chile_Pilot Telefonica (temp);3110;01-01-2020 18:49;1;0;;
33336143344a8340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3109;01-01-2020 18:37;1;0;;
9a996143e8438340000000;004D54B4;Average;SIGFOX_Chile_Mintek;3108;01-01-2020 18:25;1;0;;
00006143a61c8340000000;004D54B4;Limit;SIGFOX_Chile_Mintek;3107;01-01-2020 18:13;1;0;;
00000000b8917f40020200;004D54B4;Limit;SIGFOX_Chile_Mintek;3106;01-01-2020 18:12;1;0;;
000000005d777e40010200;004D54B4;Limit;SIGFOX_Chile_Mintek;3105;01-01-2020 18:12;1;0;;
000000007c947f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3104;01-01-2020 18:12;1;0;;
0000000024de7e40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3103;01-01-2020 18:11;1;0;;
00000000228b7f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3102;01-01-2020 18:11;1;0;;
0000000007ab7e40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3101;01-01-2020 18:11;1;0;;
00000000caa07f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3100;01-01-2020 18:10;1;0;;
00000000a4237f40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3099;01-01-2020 18:10;1;0;;
00000000949a7f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3098;01-01-2020 18:10;1;0;;
000000003cab7e40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3097;01-01-2020 18:09;1;0;;
0000000045ac7f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3096;01-01-2020 18:09;1;0;;
00000000e3ca7e40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3095;01-01-2020 18:09;1;0;;
00000000de9f7f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3094;01-01-2020 18:08;1;0;;
0000000032707f40010200;004D54B4;Limit;SIGFOX_Chile_Mintek;3093;01-01-2020 18:08;1;0;;
000000001bc47f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3092;01-01-2020 18:08;1;0;;
0000000053787f40010200;004D54B4;Average;SIGFOX_Chile_Mintek;3091;01-01-2020 18:07;1;0;;
000000001ab67f40020200;004D54B4;Average;SIGFOX_Chile_Mintek;3090;01-01-2020 18:07;1;0;;
