"Ack required";"Radius (Computed location)";"Longitude (Computed location)";"Latitude (Computed location)";"Source (Computed location)";"Country";"Data";"Device ID";"Data1 (Downlink answer status)";"Data2 (Downlink answer status)";"Data3 (Downlink answer status)";"Data4 (Downlink answer status)";"Data5 (Downlink answer status)";"Downlink client status";"Link Quality Indicator";"Link Quality Indicator repeaters";"Operator";"Rollover counter";"Sequence number";"Timestamp"
"false";;;;;"";"000000004e478340020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"232";"2020-01-10 08:30:17"
"false";;;;;"";"0080614306648340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"231";"2020-01-10 08:15:11"
"false";;;;;"";"66e66243ea4a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"230";"2020-01-10 08:00:10"
"false";;;;;"";"9a1963432e378340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"229";"2020-01-10 07:45:06"
"false";;;;;"";"66e66343a6fc8140000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"228";"2020-01-10 07:30:05"
"false";;;;;"";"00000000422b8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"227";"2020-01-10 07:15:16"
"false";;;;;"";"0000000014f68240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"226";"2020-01-10 07:00:18"
"false";;;;;"";"0080634308288340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"225";"2020-01-10 06:45:11"
"false";;;;;"";"cd4c634394468340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"224";"2020-01-10 06:30:08"
"false";;;;;"";"cdcc62435e518340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"223";"2020-01-10 06:15:06"
"false";;;;;"";"66e6634310258340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"222";"2020-01-10 06:00:04"
"false";;;;;"";"00000000951f8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"221";"2020-01-10 05:45:16"
"false";;;;;"";"000000005bf48240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"220";"2020-01-10 05:30:17"
"false";;;;;"";"9a996343e9548340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"219";"2020-01-10 05:15:11"
"false";;;;;"";"66666443e44b8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"218";"2020-01-10 05:00:10"
"false";;;;;"";"9a19644326238340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"217";"2020-01-10 04:45:08"
"false";;;;;"";"66e66343f6388340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"216";"2020-01-10 04:30:05"
"false";;;;;"";"00000000cee88140020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"215";"2020-01-10 04:15:17"
"false";;;;;"";"00000000d6538240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"214";"2020-01-10 04:00:17"
"false";;;;;"";"008063430b6c8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"213";"2020-01-10 03:45:11"
"false";;;;;"";"66666443763c8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"212";"2020-01-10 03:30:09"
"false";;;;;"";"33b363436c3d8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"211";"2020-01-10 03:15:07"
"false";;;;;"";"008063431ee78240000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"210";"2020-01-10 03:00:05"
"false";;;;;"";"0000000098d88140020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"209";"2020-01-10 02:45:18"
"false";;;;;"";"0000000028e58240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"208";"2020-01-10 02:30:17"
"false";;;;;"";"33b36443802e8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"207";"2020-01-10 02:15:12"
"false";;;;;"";"cdcc6443f6738340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"206";"2020-01-10 02:00:09"
"false";;;;;"";"9a996443a82a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"205";"2020-01-10 01:45:08"
"false";;;;;"";"33336443f4368340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"204";"2020-01-10 01:30:05"
"false";;;;;"";"000000004c228240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"203";"2020-01-10 01:15:16"
"false";;;;;"";"000000008acc8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"202";"2020-01-10 01:00:17"
"false";;;;;"";"0000624328508340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"201";"2020-01-10 00:45:11"
"false";;;;;"";"66e65f43ca418340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"200";"2020-01-10 00:30:09"
"false";;;;;"";"33b35f43c55d8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"199";"2020-01-10 00:15:08"
"false";;;;;"";"66e65f438a1c8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"198";"2020-01-10 00:00:04"
"false";;;;;"";"00000000781c8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"197";"2020-01-09 23:45:16"
"false";;;;;"";"00000000c0c88240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"196";"2020-01-09 23:30:17"
"false";;;;;"";"9a196343364a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"195";"2020-01-09 23:15:13"
"false";;;;;"";"0080614348128340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"194";"2020-01-09 23:00:10"
"false";;;;;"";"cd4c624382988340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"193";"2020-01-09 22:45:08"
"false";;;;;"";"66e6604396268340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"192";"2020-01-09 22:30:05"
"false";;;;;"";"0000000020228240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"191";"2020-01-09 22:15:18"
"false";;;;;"";"000000003ce98240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"190";"2020-01-09 22:00:18"
"false";;;;;"";"66e65f43dc508340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"189";"2020-01-09 21:45:14"
"false";;;;;"";"00805e435aae8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"188";"2020-01-09 21:30:11"
"false";;;;;"";"9a995e4354638340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"187";"2020-01-09 21:15:09"
"false";;;;;"";"00000000b24c8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"185";"2020-01-09 20:45:16"
"false";;;;;"";"00000000d6008340020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"184";"2020-01-09 20:30:18"
"false";;;;;"";"66666343c6508340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"183";"2020-01-09 20:15:11"
"false";;;;;"";"33b36343b7498340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"182";"2020-01-09 20:00:08"
"false";;;;;"";"66e65f430c2b8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"180";"2020-01-09 19:30:05"
"false";;;;;"";"0000000080278240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"179";"2020-01-09 19:15:18"
"false";;;;;"";"0000000078c78240020200";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"178";"2020-01-09 19:00:20"
"false";;;;;"";"cdcc5f4308718340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"175";"2020-01-09 18:15:07"
"false";;;;;"";"66e65f43264b8340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"174";"2020-01-09 18:00:07"
"false";;;;;"";"00000000d2788240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"173";"2020-01-09 17:45:20"
"false";;;;;"";"cdcc5f439c558340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"171";"2020-01-09 17:15:11"
"false";;;;;"";"66666143685a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"170";"2020-01-09 17:00:09"
"false";;;;;"";"9a19614362658340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"169";"2020-01-09 16:45:06"
"false";;;;;"";"66666043ae2b8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"168";"2020-01-09 16:30:05"
"false";;;;;"";"00000000bd458240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"167";"2020-01-09 16:15:17"
"false";;;;;"";"00000000f6bd8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"166";"2020-01-09 16:00:19"
"false";;;;;"";"00005e439c2e8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"165";"2020-01-09 15:45:11"
"false";;;;;"";"cd4c5e4330348340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"164";"2020-01-09 15:30:07"
"false";;;;;"";"00805d431c4a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"162";"2020-01-09 15:00:03"
"false";;;;;"";"00000000aa3a8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"161";"2020-01-09 14:45:18"
"false";;;;;"";"00000000ad078340020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"160";"2020-01-09 14:30:19"
"false";;;;;"";"9a995f4368558340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"159";"2020-01-09 14:15:11"
"false";;;;;"";"33b360434e608340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"158";"2020-01-09 14:00:08"
"false";;;;;"";"9a195e4378668340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"157";"2020-01-09 13:45:06"
"false";;;;;"";"cdcc5d43e2698340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"156";"2020-01-09 13:30:04"
"false";;;;;"";"00000000fd5f8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"155";"2020-01-09 13:15:18"
"false";;;;;"";"00000000443e8340020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"154";"2020-01-09 13:00:19"
"false";;;;;"";"33335f4322368340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"153";"2020-01-09 12:45:09"
"false";;;;;"";"cdcc5e435c648340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"152";"2020-01-09 12:30:07"
"false";;;;;"";"66666043de588340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"151";"2020-01-09 12:15:05"
"false";;;;;"";"66e65f4332568340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Pilot Telefonica (temp)";"0";"150";"2020-01-09 12:00:03"
"false";;;;;"";"00000000eac78240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"148";"2020-01-09 11:30:19"
"false";;;;;"";"33b3614320908340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"146";"2020-01-09 11:00:07"
"false";;;;;"";"66e661432f458340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"145";"2020-01-09 10:45:06"
"false";;;;;"";"33b3614386d78240000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"144";"2020-01-09 10:30:03"
"false";;;;;"";"00000000da2e8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"143";"2020-01-09 10:15:18"
"false";;;;;"";"00000000f3ec8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"142";"2020-01-09 10:00:19"
"false";;;;;"";"cdcc6043a27e8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"141";"2020-01-09 09:45:09"
"false";;;;;"";"3333614302498340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"139";"2020-01-09 09:15:05"
"false";;;;;"";"33b361433a438340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"138";"2020-01-09 09:00:04"
"false";;;;;"";"00000000fc6e8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"137";"2020-01-09 08:45:18"
"false";;;;;"";"0000000001dd8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"136";"2020-01-09 08:30:20"
"false";;;;;"";"33b3624301918340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"135";"2020-01-09 08:15:08"
"false";;;;;"";"33336443ac208340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"134";"2020-01-09 08:00:07"
"false";;;;;"";"33b36443ae728340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"133";"2020-01-09 07:45:04"
"false";;;;;"";"00806343aa6a8240000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"132";"2020-01-09 07:30:03"
"false";;;;;"";"00000000e3488240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"131";"2020-01-09 07:15:17"
"false";;;;;"";"00000000b8cc8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"130";"2020-01-09 07:00:19"
"false";;;;;"";"cdcc634312318340000000";"004D54B4";;;;;;"";"Limit";"N/A";"SIGFOX_Chile_Mintek";"0";"129";"2020-01-09 06:45:10"
"false";;;;;"";"33b36343a0438340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"128";"2020-01-09 06:30:09"
"false";;;;;"";"cdcc62434c5d8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"127";"2020-01-09 06:15:05"
"false";;;;;"";"66e6634376108340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"126";"2020-01-09 06:00:04"
"false";;;;;"";"00000000e1388240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"125";"2020-01-09 05:45:21"
"false";;;;;"";"00000000fcc68240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"124";"2020-01-09 05:30:20"
"false";;;;;"";"0080654300628340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"123";"2020-01-09 05:15:10"
"false";;;;;"";"33336543fa4e8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"122";"2020-01-09 05:00:09"
"false";;;;;"";"00806543005a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"121";"2020-01-09 04:45:06"
"false";;;;;"";"0080654354128340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"120";"2020-01-09 04:30:05"
"false";;;;;"";"00000000a84a8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"119";"2020-01-09 04:15:17"
"false";;;;;"";"3333654361378340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"117";"2020-01-09 03:45:09"
"false";;;;;"";"66e66443105f8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"116";"2020-01-09 03:30:08"
"false";;;;;"";"66e66443395a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"115";"2020-01-09 03:15:06"
"false";;;;;"";"cdcc64430e128340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"114";"2020-01-09 03:00:04"
"false";;;;;"";"000000007f0c8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"113";"2020-01-09 02:45:18"
"false";;;;;"";"00000000bb6f8240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"112";"2020-01-09 02:30:20"
"false";;;;;"";"66e662431d738340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"111";"2020-01-09 02:15:10"
"false";;;;;"";"333363438c468340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"110";"2020-01-09 02:00:09"
"false";;;;;"";"33b36543e42f8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"109";"2020-01-09 01:45:06"
"false";;;;;"";"00806543da248340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"108";"2020-01-09 01:30:04"
"false";;;;;"";"0000000010f88140020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"107";"2020-01-09 01:15:21"
"false";;;;;"";"0000000050788240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"106";"2020-01-09 01:00:20"
"false";;;;;"";"cd4c6243fa728340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"105";"2020-01-09 00:45:09"
"false";;;;;"";"6666624348338340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"104";"2020-01-09 00:30:08"
"false";;;;;"";"000061433f938340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"103";"2020-01-09 00:15:06"
"false";;;;;"";"9a996443a82d8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"102";"2020-01-09 00:00:04"
"false";;;;;"";"0000000032458240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"101";"2020-01-08 23:45:18"
"false";;;;;"";"0000000033d68240020200";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"100";"2020-01-08 23:30:19"
"false";;;;;"";"66666043e42a8340000000";"004D54B4";;;;;;"";"Average";"N/A";"SIGFOX_Chile_Mintek";"0";"99";"2020-01-08 23:15:12"
