[00:14:34] ac,224.3,bateria,4.104165
[00:29:36] ac,225.9,bateria,4.106874
[00:44:38] ac,227.3,bateria,4.101528
[00:59:27] ac,0.0,bateria,4.110847
[00:59:27] ac,0.0,bateria,4.110847
[00:59:43] ac,0.0,bateria,4.093958
[00:59:45] ac,0.0,bateria,4.08314
[01:14:44] ac,0.0,bateria,4.055591
[01:29:30] ac,225.3,bateria,4.100945
[01:29:30] ac,225.3,bateria,4.100945
[01:29:32] ac,225.3,bateria,4.101297
[01:44:35] ac,225.5,bateria,4.108114
[01:59:37] ac,226.6,bateria,4.10549
[02:14:39] ac,224.2,bateria,4.104375
[02:29:26] ac,0.0,bateria,4.10505
[02:29:27] ac,0.0,bateria,4.10505
[02:29:42] ac,0.0,bateria,4.087191
[02:29:45] ac,0.0,bateria,4.08918
[02:44:44] ac,0.0,bateria,4.059272
[02:59:46] ac,0.0,bateria,4.100848
[03:14:48] ac,0.0,bateria,4.10265
[03:29:50] ac,0.0,bateria,4.100478
[03:44:52] ac,0.0,bateria,4.098133
[03:59:54] ac,0.0,bateria,4.084365
[04:14:56] ac,0.0,bateria,4.069447
[04:29:58] ac,0.0,bateria,4.106562
[04:32:47] ac,224.9,bateria,0
[04:32:47] ac,224.9,bateria,0
[04:32:47] ac,224.9,bateria,0
[04:32:47] ac,225.1,bateria,4.110574
[04:47:49] ac,224.9,bateria,4.106274
[05:02:51] ac,225.6,bateria,4.100106
[05:17:53] ac,225.7,bateria,4.101626
[05:29:28] ac,0.0,bateria,4.113413
[05:29:28] ac,0.0,bateria,4.113413
[05:29:44] ac,0.0,bateria,4.086281
[05:29:46] ac,0.0,bateria,4.083589
[05:44:46] ac,0.0,bateria,4.054732
[05:59:29] ac,227.6,bateria,4.097485
[05:59:29] ac,227.6,bateria,4.097485
[05:59:32] ac,227.6,bateria,4.099011
[06:14:34] ac,226.9,bateria,4.099168
[06:29:36] ac,227.7,bateria,4.10798
[06:44:38] ac,228.4,bateria,4.105584
[06:59:28] ac,0.0,bateria,4.073378
[06:59:28] ac,0.0,bateria,4.073378
[06:59:44] ac,0.0,bateria,4.068524
[06:59:47] ac,0.0,bateria,4.065719
[07:14:46] ac,0.0,bateria,4.054349
[07:29:29] ac,228.8,bateria,4.102219
[07:29:29] ac,228.8,bateria,4.102219
[07:29:31] ac,228.8,bateria,4.096766
[07:44:34] ac,228.5,bateria,4.107446
[07:59:36] ac,228.2,bateria,4.099754
[08:14:38] ac,226.8,bateria,4.097496
[08:29:29] ac,0.0,bateria,4.106454
[08:29:29] ac,0.0,bateria,4.106454
[08:29:45] ac,0.0,bateria,4.088334
[08:29:47] ac,0.0,bateria,4.094101
[08:44:47] ac,0.0,bateria,4.069605
[08:59:30] ac,225.8,bateria,4.101359
[08:59:30] ac,225.8,bateria,4.101359
[08:59:32] ac,225.8,bateria,4.098527
[09:14:35] ac,224.9,bateria,4.113795
[09:29:37] ac,223.0,bateria,4.102491
[09:44:39] ac,224.9,bateria,4.09737
[09:59:28] ac,0.0,bateria,4.099961
[09:59:28] ac,0.0,bateria,4.099961
[09:59:44] ac,0.0,bateria,4.093158
[09:59:47] ac,0.0,bateria,4.089589
[10:14:46] ac,0.0,bateria,4.067213
[10:29:29] ac,225.8,bateria,4.104364
[10:29:30] ac,225.8,bateria,4.104364
[10:29:32] ac,225.8,bateria,4.113162
[10:44:35] ac,224.4,bateria,4.11097
[10:59:37] ac,223.5,bateria,4.099407
[11:14:39] ac,220.4,bateria,4.101288
[11:29:27] ac,0.0,bateria,4.104157
[11:29:27] ac,0.0,bateria,4.104157
[11:29:43] ac,0.0,bateria,4.087838
[11:29:45] ac,0.0,bateria,4.085878
[11:44:45] ac,0.0,bateria,4.070406
[11:59:28] ac,222.3,bateria,4.101927
[11:59:28] ac,222.3,bateria,4.101927
[11:59:31] ac,222.3,bateria,4.105379
[12:14:33] ac,221.4,bateria,4.105611
[12:29:35] ac,224.7,bateria,4.107834
[12:44:37] ac,224.1,bateria,4.102781
[12:59:27] ac,0.0,bateria,4.108691
[12:59:27] ac,0.0,bateria,4.108691
[12:59:43] ac,0.0,bateria,4.090829
[12:59:45] ac,0.0,bateria,4.0941
[13:14:45] ac,0.0,bateria,4.068898
[13:29:28] ac,221.1,bateria,4.098999
[13:29:28] ac,221.1,bateria,4.098999
[13:29:31] ac,221.1,bateria,4.105729
[13:44:33] ac,220.6,bateria,4.106969
[13:59:35] ac,220.0,bateria,4.10635
[14:14:37] ac,220.9,bateria,4.10417
[14:29:27] ac,0.0,bateria,4.107275
[14:29:27] ac,0.0,bateria,4.107275
[14:29:43] ac,0.0,bateria,4.096531
