timestamp,human_readable_date,value,context
1577043623463,2019-12-22 16:40:23,-133.0,b'{}'
1577042900738,2019-12-22 16:28:20,-133.0,b'{}'
1577042178085,2019-12-22 16:16:18,-133.0,b'{}'
1577041455213,2019-12-22 16:04:15,-126.0,b'{}'
1577040733821,2019-12-22 15:52:13,-132.0,b'{}'
1577040009402,2019-12-22 15:40:09,-122.0,b'{}'
1577039288186,2019-12-22 15:28:08,-126.0,b'{}'
1577038563761,2019-12-22 15:16:03,-126.0,b'{}'
1577037840863,2019-12-22 15:04:00,-130.0,b'{}'
1577036395245,2019-12-22 14:39:55,-133.0,b'{}'
1577035672561,2019-12-22 14:27:52,-125.0,b'{}'
1577034949731,2019-12-22 14:15:49,-129.0,b'{}'
1577034227807,2019-12-22 14:03:47,-123.0,b'{}'
1577033503886,2019-12-22 13:51:43,-131.0,b'{}'
1577032781070,2019-12-22 13:39:41,-131.0,b'{}'
1577032058656,2019-12-22 13:27:38,-125.0,b'{}'
1577031335531,2019-12-22 13:15:35,-125.0,b'{}'
1577030613904,2019-12-22 13:03:33,-134.0,b'{}'
1577029889816,2019-12-22 12:51:29,-121.0,b'{}'
1577029167196,2019-12-22 12:39:27,-124.0,b'{}'
1577028443957,2019-12-22 12:27:23,-120.0,b'{}'
1577027721066,2019-12-22 12:15:21,-133.0,b'{}'
1577026999274,2019-12-22 12:03:19,-125.0,b'{}'
1577026278006,2019-12-22 11:51:18,-134.0,b'{}'
1577025554565,2019-12-22 11:39:14,-121.0,b'{}'
1577024829923,2019-12-22 11:27:09,-132.0,b'{}'
1577024107177,2019-12-22 11:15:07,-126.0,b'{}'
1577023385210,2019-12-22 11:03:05,-123.0,b'{}'
1577022661508,2019-12-22 10:51:01,-117.0,b'{}'
1577021938789,2019-12-22 10:38:58,-125.0,b'{}'
1577021215621,2019-12-22 10:26:55,-122.0,b'{}'
1577020492863,2019-12-22 10:14:52,-120.0,b'{}'
1577019770073,2019-12-22 10:02:50,-120.0,b'{}'
1577019047268,2019-12-22 09:50:47,-121.0,b'{}'
1577018324454,2019-12-22 09:38:44,-118.0,b'{}'
1577017601542,2019-12-22 09:26:41,-130.0,b'{}'
1577016878792,2019-12-22 09:14:38,-119.0,b'{}'
1577016155944,2019-12-22 09:02:35,-132.0,b'{}'
1577015433212,2019-12-22 08:50:33,-117.0,b'{}'
1577014710139,2019-12-22 08:38:30,-122.0,b'{}'
1577013987354,2019-12-22 08:26:27,-120.0,b'{}'
1577013264541,2019-12-22 08:14:24,-119.0,b'{}'
1577012541672,2019-12-22 08:02:21,-122.0,b'{}'
1577011819049,2019-12-22 07:50:19,-121.0,b'{}'
1577011096735,2019-12-22 07:38:16,-119.0,b'{}'
1577010373383,2019-12-22 07:26:13,-120.0,b'{}'
1577009650526,2019-12-22 07:14:10,-120.0,b'{}'
1577008929063,2019-12-22 07:02:09,-131.0,b'{}'
1577008204863,2019-12-22 06:50:04,-131.0,b'{}'
1577007481976,2019-12-22 06:38:01,-120.0,b'{}'
1577006759047,2019-12-22 06:25:59,-121.0,b'{}'
1577006037081,2019-12-22 06:13:57,-120.0,b'{}'
1577005315289,2019-12-22 06:01:55,-121.0,b'{}'
1577004590591,2019-12-22 05:49:50,-125.0,b'{}'
1577003867974,2019-12-22 05:37:47,-122.0,b'{}'
1577003144927,2019-12-22 05:25:44,-131.0,b'{}'
1577002422031,2019-12-22 05:13:42,-123.0,b'{}'
1577001699369,2019-12-22 05:01:39,-122.0,b'{}'
1577000976165,2019-12-22 04:49:36,-120.0,b'{}'
1577000253286,2019-12-22 04:37:33,-132.0,b'{}'
1576999530560,2019-12-22 04:25:30,-121.0,b'{}'
1576998808716,2019-12-22 04:13:28,-124.0,b'{}'
1576998085062,2019-12-22 04:01:25,-120.0,b'{}'
