[00:06:26] ac,224.7,bateria,4.087008
[00:21:29] ac,225.2,bateria,4.09288
[00:36:32] ac,225.1,bateria,4.09272
[00:51:34] ac,226.4,bateria,4.087585
[01:06:37] ac,225.3,bateria,4.084927
[01:21:39] ac,227.6,bateria,4.094302
[01:36:41] ac,228.2,bateria,4.09117
[01:51:43] ac,229.1,bateria,4.087472
[02:06:46] ac,229.6,bateria,4.091991
[02:21:49] ac,227.7,bateria,4.099536
[02:36:51] ac,228.4,bateria,4.076569
[02:51:54] ac,228.7,bateria,4.090145
[02:59:23] ac,0.0,bateria,4.089756
[02:59:23] ac,0.0,bateria,4.089756
[03:00:07] ac,0.0,bateria,4.052616
[03:00:07] ac,0.0,bateria,4.052616
[03:04:23] ac,228.4,bateria,4.083641
[03:04:23] ac,228.4,bateria,4.083641
[03:04:24] ac,228.4,bateria,4.083641
[03:19:29] ac,228.8,bateria,4.093468
[03:34:32] ac,228.4,bateria,4.090311
[03:49:34] ac,229.2,bateria,4.089405
[04:04:37] ac,228.3,bateria,4.095199
[04:19:39] ac,229.5,bateria,4.087741
[04:34:41] ac,229.3,bateria,4.093916
[04:49:44] ac,229.9,bateria,4.067993
[05:04:47] ac,229.5,bateria,4.093135
[05:19:49] ac,229.2,bateria,4.091908
[05:34:51] ac,229.5,bateria,4.09284
[05:49:55] ac,229.1,bateria,4.091025
[05:59:24] ac,0.0,bateria,4.087934
[05:59:24] ac,0.0,bateria,4.087934
[06:00:12] ac,0.0,bateria,4.046925
[06:00:12] ac,0.0,bateria,4.046925
[06:04:23] ac,228.6,bateria,4.083511
[06:04:23] ac,228.6,bateria,4.083511
[06:04:23] ac,228.6,bateria,4.083511
[06:19:28] ac,229.2,bateria,4.093716
[06:34:30] ac,228.4,bateria,4.089149
[06:49:33] ac,227.5,bateria,4.096625
[07:04:35] ac,228.0,bateria,4.085822
[07:19:38] ac,228.3,bateria,4.089904
[07:34:41] ac,227.7,bateria,4.080478
